	funny	useful	review_id	text	business_id	ID_bus	stars	date	user_id	cool	total_sentiment	coffee&tea_sentiscore	coffee&tea_total_business_score
9371	6	12	F7igivwHbXG4m3x9xjTXkA	everyone loves well almost everyone star nuts favorite restaurants phoenix have pizza more like stars good great just their crust burgers decor service people watching awesome plus attached grocery store which great last night their green chili burger first time thought great beef delicious cooked order roasted green chili tasted great even though borderline sacrilege when gotta with their massive english muffins instead think could even better with melted american cheese shredded cheddar nice alternative slice side fries were awesome they give more than enough after dinner suggest over grocery store area delectable desserts tammie ooey gooey cupcakes myself parkings bitch understand great place check youll probably like	7cK9uEV09iPmsTqOqmY3kQ	7cK9uEV09iPmsTqOqmY3kQ	4	41213.28612268518	U7NLhaVfOJrHb9XLsZbJnQ	9	Sentiment(polarity=0.4613636363636363, subjectivity=0.6068181818181817)	0.0	0.012235817575083427
4567	0	5	1x-1Mmh2wdrYYZrWaymTqQ	only been here once have give this easily best cheesesteak ever eaten every aspect perfect from freshly made bread that crisp outer layer chewy inside wonderfully sauteed peppers onions mouth watering just gaze upon they white american which requirement good cheesesteak dont come with this provolone stuff cheesesteak this goodness beat that also picked some great quality ingredients next homemade pizza while there marzano tomatoes imported pepperoni from chicago some cherry peppers	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	40577.83621527778	3NAxl1iNmLAGU4Wf1hfD4Q	2	Sentiment(polarity=0.45909090909090905, subjectivity=0.506060606060606)	0.0	0.0
7497	0	1	t4Dm9ABEuLXG9nLSDJTSeQ	work travel around country quite team find great food over havent into napoletana quite like this this most amazing pizza found long time management staff were fantastic couldnt have been treated better would recommend this quality food anyone	pjpUOlJLlkIxBZ5BquA2PA	pjpUOlJLlkIxBZ5BquA2PA	5	41994.862962962965	BcyXkleeAkbysVnPoMdSrA	0	Sentiment(polarity=0.4583333333333333, subjectivity=0.6583333333333333)	0.0	0.004449388209121246
6228	0	0	El63YLKx4XPNa3J1Jgim_A	quick stop bite wonderful modern changes this haunt excellent server that backed seasoned making sure everything wanted expected ownership team present welcoming that favorite part shared some wings pizza both were great pizza crust large flour tortillas melded together with some melted cheese then over topped with great sauce above average mozzarella lots meat almost executed perfect still real good wings large with great classic buffalo sauce both ranch bleu cheese served requested awesome crisp celery carrots served along side that fresh these wings about million times better then better deal really like this great little sports with great personal touch great food really good service	StzNuzqg25fLRWIzvpwaJA	StzNuzqg25fLRWIzvpwaJA	5	43122.19648148148	XnKUcmayZd-N43fR2n-0Ew	0	Sentiment(polarity=0.4577764976958526, subjectivity=0.5735279057859703)	0.0	0.0
3682	0	1	v_bjYqZceRchywoMzc5jKw	came last night thinking they closed cashier know that they closed plenty time ordered mini pizza friend ordered italian food came timely manner girl brought food very friendly asked needed anything else everything needed drinks refillable which great passion fruit delicious refilled drink food great friend were very happy great customer service great food will back again	yvJqxVTO_qwRGLMtUrqzQw	yvJqxVTO_qwRGLMtUrqzQw	5	42755.38835648148	ZtfshkqGpYVZWhlMYQIz6A	0	Sentiment(polarity=0.45729166666666665, subjectivity=0.4930555555555556)	0.0	0.0
7731	0	0	1VklJzRBbg8omeyKW6lu5Q	love live down street there times week coffee breakfast lunch dinner baked goods dinner love roasted corn pizza trio pimento addicting atmosphere great although best spot large group retail side excellent spot pick gifts they have really cute unique items highly recommend grande	7cK9uEV09iPmsTqOqmY3kQ	7cK9uEV09iPmsTqOqmY3kQ	5	41978.11424768518	fqiE4wsqAwzs4z7UCZTILg	0	Sentiment(polarity=0.45728125409943593, subjectivity=0.637041847041847)	0.0	0.012235817575083427
180	1	1	MTLKJnvT0MUHqibbxjna6A	have continued here after initial review just keeps getting better wings amazing however getting delivery they punch holes container steam makes them squishy have tried several time changes long they cooked minutes which over long they normally cook them best time wings still crisp when they your door pastrami great garlic bread amazing delivery drivers awesome their pasta great still havent tried pizza looks good mister favorite delivery place tempe	EHgGscaiJBghjZVT9hsBFw	EHgGscaiJBghjZVT9hsBFw	5	40693.08256944444	kBy2MAMpx9S4g-WV3gPsKg	0	Sentiment(polarity=0.45333333333333337, subjectivity=0.5711111111111111)	0.0	0.0
6463	0	2	zV2Qy2qOFHEGKyJkrPwDGw	happy this restaurant opened neighborhood dinner here first time will definitely back service excellent both actual server couple others stopped refill drinks clear plates clearly teamwork important here thats what makes service good also really impressed food spinach might best ever also ordered mushroom pizza spicy fettuccine which were both flavorful delicious grounds beautiful like intimate size dining room excited some other menu items future patio when weather cooler	dThrFTK_bqo1woPvUgY70g	dThrFTK_bqo1woPvUgY70g	5	42557.09260416667	2EzV8Dl3uDnxBZpmUScLig	1	Sentiment(polarity=0.44999999999999996, subjectivity=0.5852941176470586)	0.0	0.0011123470522803114
4306	0	0	0vZ0BIdz7x6L7oO6sdRq7g	like many things menu takes forever decide what order have keep mind that have save room pzookie this must pzookie huge chocolate chip cookie cast iron dish served warm with cream yeah freakin delicious anyway beefstro salad awesome normally dont care steak salad this very thinly sliced good enough share wings really good they drum stick wings three kinds sauces original best italian wedding soup with meat ball tasty ravioli really good stuffed with lots cheese meat topped with marinara sauce chicago style deep dish pizza awesome huge very filling dont order unless your with group people takes about minutes make worth just remember save room pzookie even stuffed order pzookie cause when will finish	dUffgo9Lh_Vk9TLuFR5ywg	dUffgo9Lh_Vk9TLuFR5ywg	4	40529.9297337963	aRub-nsvr8bxFfpxsybcrQ	1	Sentiment(polarity=0.44763157894736844, subjectivity=0.6157894736842106)	0.0	0.0
5483	0	0	YakQcHU38q3xeiE2PGk4-g	this place great find breakfast food delicious southwest burrito boyfriend santa eggs benedict shared brizza breakfast pizza toluca everything including coffee fantastic staff super friendly restaurant cool clean roomy inspired artwork super cute phoenix business trip this recommendation hotel staff spot cant wait back phoenix	8Zqh2jwtncA3N4fWEMTvZQ	8Zqh2jwtncA3N4fWEMTvZQ	5	40966.07579861111	0aqKlcqLaJ3BL8PWUqcclw	0	Sentiment(polarity=0.4458333333333334, subjectivity=0.6833333333333333)	0.002224694104560623	0.018909899888765295
1000	6	7	vqm7ILRTmkgLV6WOA14TRg	rushed meal airport waiting plane totally lucked with getting seats this tasty place airport food miss mostly miss especially when close gates since this quick trip there were arrival issuesours issuestheirs both legs flight from oakland expectations were marginal best husband ordered margarita pizza ordered blta sans mayo with salad instead fries within minutes both meals arrived impressed with amount delicious kosher bacon mayo bread ripeness tomato perfect avocado pleased husband wolfed down pizza were hurry didnt speak much wasnt until later admitted pizza best ever like ever pretty sure they have airport locations next time come town will seek them just know never ever have settle pizza sbarros again terminal	0h5yI6np7weAVH0jsjHqPw	0h5yI6np7weAVH0jsjHqPw	4	42295.76868055556	9bxdPvAhP6cuipD5s2UnCg	6	Sentiment(polarity=0.4454861111111111, subjectivity=0.6079861111111111)	0.0	0.0
3386	0	2	_a8TBco6jud3A_Ri0E-3Jg	most wonderful time here coffee lunch super warm friendly staff they make feel like have known them years very homey environment with lots gallery caliber work browse while pizzas looked smelled delicious caprese salad which super fresh almost pretty will back	wHq1efQVz17338k_aUOX3w	wHq1efQVz17338k_aUOX3w	5	41016.90189814815	kIV04ZOFnyLcK93XUQh7eQ	1	Sentiment(polarity=0.4446969696969696, subjectivity=0.6121212121212122)	0.0033370411568409346	0.013348164627363738
9568	0	3	96-G4b0EzSuS6r-czkfy1Q	awesome place have been here multiple times food ambiance great yesterday ordered crispy artichoke hearts tapas taco chips this option only also ordered veggie pizza fresh mozzarella pizza tasted yummy these best veggie food tasted sometime their beer long island iced also tasted awesome server nolan funny friendly witnessed some classy stand performance thanks nolan were great	yUkOP3Tmdp1pWA7p3zHboQ	yUkOP3Tmdp1pWA7p3zHboQ	5	41295.771006944444	XKuj1CJMKkBlGUz7WY91Yg	1	Sentiment(polarity=0.44423076923076926, subjectivity=0.6384615384615385)	0.0	0.0
4478	0	1	oMnnnFu-ZtTMdbeFecc3sw	what fantastic happy hour arrived about happy hour ended have idea when officially starts sorry draft beer pints except light which beers draft included stella artois drop four peaks some others cant remember because dont drink beer delicious glass summer sangria made from white wine very refreshing also sweet vodka cocktail they were each they also huge selection wines that were glass happy enough well also indulged happy hour priced small caesar salad basic delicious romaine celery croutons lemon juice unfishy caesar dressing friends then each happy hour sized inches pepperoni pizza found coupon their website pizza inch meatball pizza meatballs were awesome think needed cooked longer strong enough support those balls fork knife went about eating that upper crust somewhat buttery crispness just right service great well bartender asked each names shook hands then remembered names what wanted when would request anything from salads pizzas beers cocktails about unheard definitely super their happy hour	0PMKMyfX1j7Nc4esk1RaMg	0PMKMyfX1j7Nc4esk1RaMg	4	40309.11074074074	3Gx7T1tC5YemGKIGizLBoQ	2	Sentiment(polarity=0.4440952380952382, subjectivity=0.7344285714285715)	0.0	0.0
3039	0	0	gHMtChpMa5UCwEq_OWz_ew	good little philly cheese steak pizza place neighborhood franchise they good plus lots good deals through their email club worth checking	Hpi9raHlFm6prTSzFHTurg	Hpi9raHlFm6prTSzFHTurg	4	41881.943761574075	KxGeqg5ccByhaZfQRI4Nnw	0	Sentiment(polarity=0.4425, subjectivity=0.4800000000000001)	0.0	0.0
6471	0	3	QbMGuuaZnMNaoIX4M7AXKw	delicious food charming atmosphere will definitely going back loved little surprise from chef soon seated servers treat everyone nice taste homemade biscotti olives wonderful surprise instead bread butter broccolini grilled perfectly with touch balsamic walnut pizza delicious wish saved room yummy desserts love that classic cooking shares their passion with delicious gourmet food casual elegant charming real treasure look forward going back soon definitely recommend pizzetta	n6GEL5PDQ3ZvZ5HtxIhGFA	n6GEL5PDQ3ZvZ5HtxIhGFA	5	42203.33914351852	KCpF5x1g4dB5BwBKCvvZNA	3	Sentiment(polarity=0.4410087719298246, subjectivity=0.6964912280701755)	0.0	0.0
1989	0	0	OTJ2ReOn83tbwuPhnRe5mg	corleones been family restaurant past years owner best matter which location choose quality same excellent anyone looking quality cheesesteaks pizza stop corleones	Hpi9raHlFm6prTSzFHTurg	Hpi9raHlFm6prTSzFHTurg	5	41756.04168981482	Lhr2IPoYZ2tON_1XGXNp1g	0	Sentiment(polarity=0.4375, subjectivity=0.41875)	0.0	0.0
5358	2	4	pT0XAwG8dEc9F7HRxHXsFA	close home quick place grab lots veggies this great spot youre picky service fast place clean veggies were fresh love that customize your pizza salad decent price makes happy have veggies want good thing that shopping afterwards tend drink water with meals really like teas lemonade here	VEorEVsg8z7Ame1oSYNBdA	VEorEVsg8z7Ame1oSYNBdA	4	43153.84369212963	SsGMcVYZQlX3a6PazZzjVQ	5	Sentiment(polarity=0.4366666666666667, subjectivity=0.6116666666666668)	0.0	0.0
845	0	0	mvHtOvi6HPkzzOfQiRB_Wg	bosco favorite pizza place valley have been ones know ones that your friends tell about with glowing eyes having just been some great hidden pizza place that they think they have just discovered know tell none them compare cosy place where feel like family canadian owner super friendly servers served some delicious olives which take home prefer lucia pizza which normally sausage mushrooms with pepperoni mushrooms instead pizzas wood fired when take bite feel like naples instead scottsdale friend gets biaggia which their prosciutto argula pizza that your thing this where want come well balanced with earthy bosco will love scouts honor	5ykOWYZ44sUvu9qxD8rPeg	5ykOWYZ44sUvu9qxD8rPeg	5	42587.09096064815	dqq0uHAcH627zN4qHe85RA	0	Sentiment(polarity=0.43645833333333334, subjectivity=0.6875)	0.0	0.0
977	3	3	Z17rbLsVI9iWB_8SVh04Iw	almost wept when they opened slices this town dont know what makes this pizza wonderful delicious veggie white pizza hear potato bacon good downside place usually wicked inside dunno they trying save couple bucks those ovens make warm just grab your slices outside foodcourt area instead	qDbVUkKMLtRqSDcKgLTx1A	qDbVUkKMLtRqSDcKgLTx1A	4	38937.61133101852	tg4YtJdtO0RDskJEjcBvNA	2	Sentiment(polarity=0.4357142857142858, subjectivity=0.5)	0.0	0.0
1371	1	1	HU0OKzZhySR4rjCy1-p5rw	really enjoyed this place went with large group sunday noon party package perfect hours bowling unlimited pizza drinks gift cards arcade facility nice staff were friendly helpful everyone great time music videos playing above lanes nice only thing that could have been better each bowler could choose have bumpers instead whole lane having agree	9ezCi7S6Bjdiol2a_DbW9Q	9ezCi7S6Bjdiol2a_DbW9Q	4	43263.76578703704	bhJ6ivAuSpgXP4JiKWjSZQ	2	Sentiment(polarity=0.43538961038961044, subjectivity=0.6707792207792207)	0.0	0.0
1298	0	0	Pf5u87F1IAMUEBqjuotm0g	this great spot especially lunch lunch special menu almost everything under family seating games separate from quieter area when first walk pizza wings delicious location kept very nice clean staff friendly lunch came quickly also appreciated freshly brewed unsweetened flavored	ygZSfAsnlztdeWZOlJA2Ug	ygZSfAsnlztdeWZOlJA2Ug	5	42522.789768518516	jPGRMrXl9_3DofLGBlBC2g	1	Sentiment(polarity=0.432922077922078, subjectivity=0.6322510822510823)	0.0	0.0
9041	0	0	_F0CpfVWglBzBoT2YV955g	last night decided pizza delivered instead picking normally pick make sure everything right there have lady that delivered pizzas amazing sweet thouggtful brought ranch even though didnt them lots napkins just around friendly catch name really bright hair great smile good nypd hiring	Tp07u-0AOFRfQhtNpAXaQA	Tp07u-0AOFRfQhtNpAXaQA	5	42476.879537037035	CMblwkWUiKlgGq_XbT87vA	0	Sentiment(polarity=0.43279220779220784, subjectivity=0.5855699855699856)	0.0	0.0
7941	0	2	n_m_FvQfwUsbfqk60IhswA	recently liked interior really likely fact that they owners were pitching checking with patrons wine selection very good liked food menu overall feel they need arrive what they want this where feel there needs improvement really wanted have sliders dont like sliders onion buns like onions much next person bread intergal part meal mortons serves onion bread really like they dont serve onion bread steak ended ordering pizza salad both which were good music marginal early understand that dinner probably dont want need halen would again fact that owners invested restaurants success impresses wine selection very good food good menu needs some work croque monsieur would interesting know many times this ordered dinner lunch sure dinner based owners efforts food execution going give formally could score that thought waiter somewhat smug opposed genuinely nice this should improved will again	C1zlvNlxlGZB8g0162QslQ	C1zlvNlxlGZB8g0162QslQ	4	40981.12637731482	ZpkPAjF1Py_oM6PafEwJAQ	0	Sentiment(polarity=0.4305882352941176, subjectivity=0.52640522875817)	0.0	0.0
3566	1	2	wqGs4vypOgm3NkG_UOk5pQ	best pizza town very pleased every visit like come here with group several people able taste many dishes possible favorite appetizer caprese salad their fresh mozzarella really good taste like homemade mixed with very good olive makes perfect speaking olive always like their olive reminds what mother used make home they good fact even those dont normally olives liked their olives they that good favorite pizza biancoverde like arugula them salad often garlic paste they matches arugula cheese really well desert cant miss flourless chocolate cake dark chocolate gives just right amount sweetness also like their coffee havent chance about beans they tell they really good coffee beans service always good location convenient near camelback this must least once place	cs1qJvnWUg_f8g020z_3PQ	cs1qJvnWUg_f8g020z_3PQ	5	41967.98961805556	Gfxb_D1k8tueAoGn4cseoA	3	Sentiment(polarity=0.42690476190476173, subjectivity=0.597529761904762)	0.0011123470522803114	0.004449388209121246
9573	0	2	uS7H-_nFBrTI83Dx2-liDg	this place really good great prices been here lunch times they right office however they understand what dressing side means instead they drench your entire salad with much dressing well coworkers have asked them side multiple times they just dont pizza delicious though	30xoqX9VRA_hH5x1QgONEA	30xoqX9VRA_hH5x1QgONEA	4	41543.869259259256	cPQggnBo9WMxpfJOfbMReA	1	Sentiment(polarity=0.42653061224489797, subjectivity=0.5301020408163265)	0.0	0.0
1426	0	0	FOHI1o7xqGn2tC8TJWGHXA	best local italian deli scottsdale contest food excellent love atmosphere very authentic neighborhood deli grocery gourmet pizza boot prices reasonable quality outstanding great selection wines some imported beers patio sitting good choice beautiful scottsdale evening inside seating among grocery shelves typical deliyou cant miss with cheese steak sandwich pasta pizza wont sorry	r5PLDU-4mSbde5XekTXSCA	r5PLDU-4mSbde5XekTXSCA	5	42401.964375	1bSMX-RZE1eNn0labpDrTg	0	Sentiment(polarity=0.4256410256410256, subjectivity=0.6307692307692307)	0.0	0.0
